expansion,url,name,cost,converted_cost,type,rarity,pt,text
mystery-booster-the-list,/mtg/mystery-booster-the-list/fungal-infection,Fungal Infection,['B'],1.0,Instant,C,,Target creature gets -1/-1 until end of turn. Create a 1/1 green Saproling creature token.
mystery-booster-the-list,/mtg/mystery-booster-the-list/goblin-motivator,Goblin Motivator,['R'],1.0,Creature - Goblin Warrior,C,1/1,{T}: Target creature gains haste until end of turn. <em>(It can attack and {T} this turn.)</em
mystery-booster-the-list,/mtg/mystery-booster-the-list/grim-affliction,Grim Affliction,"['2', 'B']",3.0,Instant,C,,"Put a -1/-1 counter on target creature, then proliferate. <em>(Choose any number of permanents and/or players, then give each another counter of each kind already there.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/irontread-crusher,Irontread Crusher,['4'],4.0,6/6 Artifact - Vehicle,C,,Crew 3 <em>(Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)</em
mystery-booster-the-list,/mtg/mystery-booster-the-list/retreat-to-emeria,Retreat to Emeria,"['3', 'W']",4.0,Enchantment,U,,"<em>Landfall</em> - Whenever a land enters the battlefield under your control, choose one -  <ul><li> Create a 1/1 white Kor Ally creature token.</li> <li> Creatures you control get +1/+1 until end of turn.</li></ul"
mystery-booster-the-list,/mtg/mystery-booster-the-list/ruin-rat,Ruin Rat,"['1', 'B']",2.0,- Rat,C,Creature,"Deathtouch When Ruin Rat dies, exile target card from an opponent’s graveyard."
mystery-booster-the-list,/mtg/mystery-booster-the-list/saproling-migration,Saproling Migration,"['1', 'G']",2.0,Sorcery,C,,"Kicker {4} <em>(You may pay an additional {4} as you cast this spell.)</em> Create two 1/1 green Saproling creature tokens. If this spell was kicked, create four of those tokens instead."
mystery-booster-the-list,/mtg/mystery-booster-the-list/nemesis-of-reason,Nemesis of Reason,"['3', 'U', 'B']",5.0,Creature - Leviathan Horror,R,3/7,"Whenever Nemesis of Reason attacks, defending player mills ten cards."
mystery-booster-the-list,/mtg/mystery-booster-the-list/soulmates-no-pw-symbol-not-tournament-legal,Soulmates (No PW Symbol - Not Tournament Legal),"['2', 'G']",3.0,Enchantment - Aura,S,,"Enchant two creatures Enchanted creatures each get +1/+1 and have hexproof. When one of the enchanted creatures dies, destroy the other."
mystery-booster-the-list,/mtg/mystery-booster-the-list/dune-brood-nephilim,Dune-Brood Nephilim,"['B', 'R', 'G', 'W']",4.0,Creature - Nephilim,R,3/3,"Whenever Dune-Brood Nephilim deals combat damage to a player, put a 1/1 colorless Sand creature token onto the battlefield for each land you control."
mystery-booster-the-list,/mtg/mystery-booster-the-list/hunted-dragon,Hunted Dragon,"['3', 'R', 'R']",5.0,Creature - Dragon,R,6/6,"Flying, haste When Hunted Dragon enters the battlefield, target opponent creates three 2/2 white Knight creature tokens with first strike."
mystery-booster-the-list,/mtg/mystery-booster-the-list/regal-caracal,Regal Caracal,"['3', 'W', 'W']",5.0,Creature - Cat,R,3/3,"Other Cats you control get +1/+1 and have lifelink. Whenever Regal Caracal enters the battlefield, create two 1/1 white Cat creature tokens with lifelink."
mystery-booster-the-list,/mtg/mystery-booster-the-list/rancor,Rancor,['G'],1.0,Enchantment - Aura,U,,"Enchant creature Enchanted creature gets +2/+0 and has trample. When Rancor is put into a graveyard from the battlefield, return Rancor to its owner’s hand."
mystery-booster-the-list,/mtg/mystery-booster-the-list/seek-bolass-counsel-no-pw-symbol-not-tournament-legal,Seek Bolas's Counsel (No PW Symbol - Not Tournament Legal),"['U', 'B', 'R']",3.0,Sorcery,S,,"Choose one at random -  <ul><li> You get an emblem with “At the beginning of your upkeep, pay {U}{B}{R}. If you don’t, you lose the game.”</li> <li> Each player discards their hand.</li> <li> Planeswalk to Pools of Becoming. <em>(Once there you can roll the planar die only if you’re playing Planechase.)</em></li> <li> For each opponent, exile cards from the top of their library until you exile a nonland card. You may cast those cards without paying their mana costs.</li> <li> Destroy all creatures and non-Bolas planeswalkers.</li> <li> You get an emblem with “You can cast nonland cards from your sideboard.”</li></ul"
mystery-booster-the-list,/mtg/mystery-booster-the-list/dual-casting,Dual Casting,"['1', 'R']",2.0,Enchantment - Aura,R,,"Enchant creature Enchanted creature has ""{R}, {T}: Copy target instant or sorcery spell you control. You may choose new targets for the copy."""
mystery-booster-the-list,/mtg/mystery-booster-the-list/breaker-of-armies,Breaker of Armies,['8'],8.0,Creature - Eldrazi,U,10/8,All creatures able to block Breaker of Armies do so.
mystery-booster-the-list,/mtg/mystery-booster-the-list/iron-myr-foil,Iron Myr (Foil),['2'],2.0,Artifact Creature - Myr,C,1/1,{T}: Add {R}.
mystery-booster-the-list,/mtg/mystery-booster-the-list/skirk-prospector,Skirk Prospector,['R'],1.0,Creature - Goblin,C,1/1,Sacrifice a Goblin: Add {R}.
mystery-booster-the-list,/mtg/mystery-booster-the-list/terminate-commander-anthology,Terminate (Commander Anthology),"['B', 'R']",2.0,Instant,C,,Destroy target creature. It can’t be regenerated.
mystery-booster-the-list,/mtg/mystery-booster-the-list/foil,Foil,"['2', 'U', 'U']",4.0,Instant,C,,You may discard an Island card and another card rather than pay this spell’s mana cost. Counter target spell.
mystery-booster-the-list,/mtg/mystery-booster-the-list/akroan-horse,Akroan Horse,['4'],4.0,Artifact Creature - Horse,R,0/4,"Defender When Akroan Horse enters the battlefield, an opponent gains control of it. At the beginning of your upkeep, each opponent creates a 1/1 white Soldier creature token."
mystery-booster-the-list,/mtg/mystery-booster-the-list/celestial-ancient,Celestial Ancient,"['3', 'W', 'W']",5.0,Creature - Elemental,R,3/3,"Flying Whenever you cast an enchantment spell, put a +1/+1 counter on each creature you control."
mystery-booster-the-list,/mtg/mystery-booster-the-list/destructor-dragon,Destructor Dragon,"['4', 'G', 'G']",6.0,Creature - Dragon,U,4/4,"Flying When Destructor Dragon dies, destroy target noncreature permanent."
mystery-booster-the-list,/mtg/mystery-booster-the-list/dismal-backwater,Dismal Backwater,[],0.0,Land,C,,"Dismal Backwater enters the battlefield tapped. When Dismal Backwater enters the battlefield, you gain 1 life.  {T}: Add {U} or {B}."
mystery-booster-the-list,/mtg/mystery-booster-the-list/field-of-ruin,Field of Ruin,[],0.0,Land,U,,"{T}: Add {C}.  {2}, {T}, Sacrifice Field of Ruin: Destroy target nonbasic land an opponent controls. Each player searches their library for a basic land card, puts it onto the battlefield, then shuffles their library."
mystery-booster-the-list,/mtg/mystery-booster-the-list/firebrand-archer,Firebrand Archer,"['1', 'R']",2.0,Creature - Human Archer,C,2/1,"Whenever you cast a noncreature spell, Firebrand Archer deals 1 damage to each opponent."
mystery-booster-the-list,/mtg/mystery-booster-the-list/gutter-grime,Gutter Grime,"['4', 'G']",5.0,Enchantment,R,,"Whenever a nontoken creature you control dies, put a slime counter on Gutter Grime, then put a green Ooze creature token onto the battlefield with ""This creature's power and toughness are each equal to the number of slime counters on Gutter Grime."""
mystery-booster-the-list,/mtg/mystery-booster-the-list/jadelight-ranger,Jadelight Ranger,"['1', 'G', 'G']",3.0,Creature - Merfolk Scout Ranger,R,2/1,"When Jadelight Ranger enters the battlefield, it explores, then it explores again. <em>(Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard. Then repeat this process.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/odric-lunarch-marshal,"Odric, Lunarch Marshal","['3', 'W']",4.0,Legendary Creature - Human Soldier,R,3/3,"At the beginning of each combat, creatures you control gain first strike until end of turn if a creature you control has first strike. The same is true for flying, deathtouch, double strike, haste, hexproof, indestructible, lifelink, menace, reach, skulk, trample, and vigilance."
mystery-booster-the-list,/mtg/mystery-booster-the-list/overrun,Overrun,"['2', 'G', 'G', 'G']",5.0,Sorcery,U,,Creatures you control get +3/+3 and gain trample until end of turn.
mystery-booster-the-list,/mtg/mystery-booster-the-list/preyseizer-dragon,Preyseizer Dragon,"['4', 'R', 'R']",6.0,Creature - Dragon,R,4/4,"Flying Devour 2 <em>(As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with twice that many +1/+1 counters on it.)</em> Whenever Preyseizer Dragon attacks, it deals damage to any target equal to the number of +1/+1 counters on Preyseizer Dragon."
mystery-booster-the-list,/mtg/mystery-booster-the-list/rhox-foil,Rhox (Foil),"['4', 'G', 'G']",6.0,Creature - Rhino Beast,R,5/5,You may have Rhox assign its combat damage as though it weren’t blocked.  {2}{G}: Regenerate Rhox.
mystery-booster-the-list,/mtg/mystery-booster-the-list/tempest-djinn,Tempest Djinn,"['U', 'U', 'U']",3.0,Creature - Djinn,R,0/4,Flying Tempest Djinn gets +1/+0 for each basic Island you control.
mystery-booster-the-list,/mtg/mystery-booster-the-list/emeria-angel,Emeria Angel,"['2', 'W', 'W']",4.0,Creature - Angel,R,3/3,"Flying  <i>Landfall</i> - Whenever a land enters the battlefield under your control, you may create a 1/1 white Bird creature token with flying."
mystery-booster-the-list,/mtg/mystery-booster-the-list/whammy-burn-pw-symbol-not-tournament-legal,Whammy Burn (PW Symbol - Not Tournament Legal),['R'],1.0,Instant,S,,"Shuffle your whammy deck, then reveal cards from the top of your whammy deck until you reveal an Island or choose to stop. Then, if no Islands were revealed this way, Whammy Burn deals X damage to any target, where X is the number of cards revealed. <em>(A whammy deck consists of a Plains, Island, Swamp, Mountain, and Forest.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/ajanis-pridemate,Ajani's Pridemate,"['1', 'W']",2.0,Creature - Cat Soldier,U,2/2,"Whenever you gain life, put a +1/+1 counter on Ajani’s Pridemate."
mystery-booster-the-list,/mtg/mystery-booster-the-list/anointer-priest,Anointer Priest,"['1', 'W']",2.0,Creature - Human Cleric,C,1/3,"Whenever a creature token enters the battlefield under your control, you gain 1 life. Embalm {3}{W} <i>({3}{W}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Human Cleric with no mana cost. Embalm only as a sorcery.)</i"
mystery-booster-the-list,/mtg/mystery-booster-the-list/crib-swap,Crib Swap,"['2', 'W']",3.0,Tribal Instant - Shapeshifter,U,,Changeling <em>(This card is every creature type.)</em> Exile target creature. Its controller creates a 1/1 colorless Shapeshifter creature token with changeling.
mystery-booster-the-list,/mtg/mystery-booster-the-list/deathless-knight,Deathless Knight,"['(B/G)', '(B/G)', '(B/G)', '(B/G)']",4.0,Creature - Skeleton Knight,U,4/2,"Haste When you gain life for the first time each turn, return Deathless Knight from your graveyard to your hand."
mystery-booster-the-list,/mtg/mystery-booster-the-list/exultant-skymarcher,Exultant Skymarcher,"['1', 'W', 'W']",3.0,Creature - Vampire Soldier,C,2/3,Flying
mystery-booster-the-list,/mtg/mystery-booster-the-list/fog-bank,Fog Bank,"['1', 'U']",2.0,Creature - Wall,U,0/2,"Defender, flying Prevent all combat damage that would be dealt to and dealt by Fog Bank."
mystery-booster-the-list,/mtg/mystery-booster-the-list/forging-the-tyrite-sword,Forging the Tyrite Sword,"['1', 'R', 'W']",3.0,Enchantment - Saga,U,,"<em>(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I, II: Create a Treasure token. III: Search your library for a card named Halvar, God of Battle or an Equipment card, reveal it, put it into your hand, then shuffle your library.</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/gaeas-blessing,Gaea's Blessing,"['1', 'G']",2.0,Sorcery,U,,"Target player shuffles up to three target cards from their graveyard into their library. Draw a card. When Gaea’s Blessing is put into your graveyard from your library, shuffle your graveyard into your library."
mystery-booster-the-list,/mtg/mystery-booster-the-list/mnemonic-wall,Mnemonic Wall,"['4', 'U']",5.0,Creature - Wall,C,0/4,"Defender When Mnemonic Wall enters the battlefield, you may return target instant or sorcery card from your graveyard to your hand."
mystery-booster-the-list,/mtg/mystery-booster-the-list/naya-charm,Naya Charm,"['R', 'G', 'W']",3.0,Instant,U,,Choose one -   <ul><li> Naya Charm deals 3 damage to target creature.</li> <li> Return target card from a graveyard to its owner’s hand.</li> <li> Tap all creatures target player controls.</li></ul
mystery-booster-the-list,/mtg/mystery-booster-the-list/sage-of-lat-nam,Sage of Lat-Nam,"['1', 'U']",2.0,Creature - Human Artificer,U,1/2,"{T}, Sacrifice an artifact: Draw a card."
mystery-booster-the-list,/mtg/mystery-booster-the-list/shock,Shock,['R'],1.0,Instant,C,,Shock deals 2 damage to any target.
mystery-booster-the-list,/mtg/mystery-booster-the-list/syr-elenora-the-discerning,"Syr Elenora, the Discerning","['3', 'U', 'U']",5.0,Legendary Creature - Human Knight,U,*/4,"Syr Elenora, the Discerning’s power is equal to the number of cards in your hand. When Syr Elenora enters the battlefield, draw a card. Spells your opponents cast that target Syr Elenora cost {2} more to cast."
mystery-booster-the-list,/mtg/mystery-booster-the-list/temple-of-the-false-god-commander-2018,Temple of the False God (Commander 2018),[],0.0,Land,U,,{T}: Add {C}{C}. Activate this ability only if you control five or more lands.
mystery-booster-the-list,/mtg/mystery-booster-the-list/thornbow-archer,Thornbow Archer,['B'],1.0,Creature - Elf Archer,C,1/2,"Whenever Thornbow Archer attacks, each opponent who doesn’t control an Elf loses 1 life."
mystery-booster-the-list,/mtg/mystery-booster-the-list/typhoid-rats,Typhoid Rats,['B'],1.0,Creature - Rats,C,1/1,Deathtouch
mystery-booster-the-list,/mtg/mystery-booster-the-list/rishadan-footpad,Rishadan Footpad,"['3', 'U']",4.0,Creature - Human Pirate,U,2/2,"When Rishadan Footpad enters the battlefield, each opponent sacrifices a permanent unless they pay {2}."
mystery-booster-the-list,/mtg/mystery-booster-the-list/everlasting-lich-no-pw-symbol-not-tournament-legal,Everlasting Lich (No PW Symbol - Not Tournament Legal),"['2', 'B', 'B', 'B']",5.0,Creature - Zombie,S,4/0,"Everlasting Lich can’t block. Everlasting Lich can’t die. <em>(This creature has indestructible, can’t be sacrificed, and doesn’t go to the graveyard for having 0 toughness.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/sedge-sliver,Sedge Sliver,"['2', 'R']",3.0,Creature - Sliver,R,2/2,"All Sliver creatures have ""This creature gets +1/+1 as long as you control a Swamp."" All Slivers have ""{B}: Regenerate this permanent."""
mystery-booster-the-list,/mtg/mystery-booster-the-list/avalanche-riders,Avalanche Riders,"['3', 'R']",4.0,Creature - Human Nomad,U,2/2,"Haste Echo {3}{R} <em>(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)</em> When Avalanche Riders enters the battlefield, destroy target land."
mystery-booster-the-list,/mtg/mystery-booster-the-list/chatter-of-the-squirrel,Chatter of the Squirrel,['G'],1.0,Sorcery,C,,Create a 1/1 green Squirrel creature token. Flashback {1}{G} <em>(You may cast this card from your graveyard for its flashback cost. Then exile it.)</em
mystery-booster-the-list,/mtg/mystery-booster-the-list/commune-with-nature,Commune with Nature,['G'],1.0,Sorcery,C,,Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
mystery-booster-the-list,/mtg/mystery-booster-the-list/concentrate,Concentrate,"['2', 'U', 'U']",4.0,Sorcery,U,,Draw three cards.
mystery-booster-the-list,/mtg/mystery-booster-the-list/crenellated-wall,Crenellated Wall,['4'],4.0,Artifact Creature - Wall,U,0/4,Defender  {T}: Target creature gets +0/+4 until end of turn.
mystery-booster-the-list,/mtg/mystery-booster-the-list/curse-of-the-nightly-hunt,Curse of the Nightly Hunt,"['2', 'R']",3.0,Enchantment - Aura Curse,U,,Enchant player Creatures enchanted player controls attack each combat if able.
mystery-booster-the-list,/mtg/mystery-booster-the-list/disenchant-core-set-2020,Disenchant (Core Set 2020),"['1', 'W']",2.0,Instant,C,,Destroy target artifact or enchantment.
mystery-booster-the-list,/mtg/mystery-booster-the-list/foundry-inspector,Foundry Inspector,['3'],3.0,Artifact Creature - Construct,U,3/2,Artifact spells you cast cost {1} less to cast.
mystery-booster-the-list,/mtg/mystery-booster-the-list/gods-willing,Gods Willing,['W'],1.0, Instant,C,,"Target creature you control gains protection from the color of your choice until end of turn. <em>(It can’t be blocked, targeted, dealt damage, enchanted, or equipped by anything of that color.)</em> Scry 1. <em>(Look at the top card of your library. You may put that card on the bottom of your library.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/gravepurge,Gravepurge,"['2', 'B']",3.0,Instant,C,,Put any number of target creature cards from your graveyard on top of your library. Draw a card.
mystery-booster-the-list,/mtg/mystery-booster-the-list/hidden-stockpile,Hidden Stockpile,"['W', 'B']",2.0,Enchantment,U,,"<em>Revolt</em> - At the beginning of your end step, if a permanent you controlled left the battlefield this turn, create a 1/1 colorless Servo artifact creature token.  {1}, Sacrifice a creature: Scry 1."
mystery-booster-the-list,/mtg/mystery-booster-the-list/implement-of-malice,Implement of Malice,['2'],2.0,Artifact,C,,"{B}, Sacrifice Implement of Malice: Target player discards a card. Activate this ability only any time you could cast a sorcery. When Implement of Malice is put into a graveyard from the battlefield, draw a card."
mystery-booster-the-list,/mtg/mystery-booster-the-list/kazandu-refuge,Kazandu Refuge,[],0.0,Land,U,,"Kazandu Refuge enters the battlefield tapped. When Kazandu Refuge enters the battlefield, you gain 1 life.  {T}: Add {R} or {G}."
mystery-booster-the-list,/mtg/mystery-booster-the-list/kioras-dambreaker,Kiora's Dambreaker,"['5', 'U']",6.0,Creature - Leviathan,C,5/6,"When Kiora’s Dambreaker enters the battlefield, proliferate. <em>(Choose any number of permanents and/or players, then give each another counter of each kind already there.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/lay-of-the-land,Lay of the Land,['G'],1.0,Sorcery,C,,"Search your library for a basic land card, reveal it, put it into your hand, then shuffle your library."
mystery-booster-the-list,/mtg/mystery-booster-the-list/mogg-fanatic,Mogg Fanatic,['R'],1.0,Creature - Goblin,U,1/1,Sacrifice Mogg Fanatic: It deals 1 damage to any target.
mystery-booster-the-list,/mtg/mystery-booster-the-list/noble-benefactor,Noble Benefactor,"['2', 'U']",3.0,Creature - Human Cleric,U,2/2,"When Noble Benefactor dies, each player may search their library for a card and put that card into their hand. Then each player who searched their library this way shuffles."
mystery-booster-the-list,/mtg/mystery-booster-the-list/obelisk-spider,Obelisk Spider,"['1', 'B', 'G']",3.0,Creature - Spider,U,1/4,"Reach Whenever Obelisk Spider deals combat damage to a creature, put a -1/-1 counter on that creature. Whenever you put one or more -1/-1 counters on a creature, each opponent loses 1 life and you gain 1 life."
mystery-booster-the-list,/mtg/mystery-booster-the-list/obsessive-stitcher,Obsessive Stitcher,"['1', 'U', 'B']",3.0,Creature - Human Wizard,U,0/3,"{T}: Draw a card, then discard a card.  {2}{U}{B}, {T}, Sacrifice Obsessive Stitcher: Return target creature card from your graveyard to the battlefield."
mystery-booster-the-list,/mtg/mystery-booster-the-list/siege-modification,Siege Modification,"['1', 'R', 'R']",3.0,Enchantment - Aura,U,," Enchant creature or Vehicle As long as enchanted permanent is a Vehicle, it's a creature in addition to its other types. Enchanted creature gets +3/+0 and has first strike."
mystery-booster-the-list,/mtg/mystery-booster-the-list/soulcatchers-aerie,Soulcatchers' Aerie,"['1', 'W']",2.0,Enchantment,U,,"Whenever a Bird is put into your graveyard from the battlefield, put a feather counter on Soulcatchers' Aerie. Bird creatures get +1/+1 for each feather counter on Soulcatchers' Aerie."
mystery-booster-the-list,/mtg/mystery-booster-the-list/thallid-omnivore,Thallid Omnivore,"['3', 'B']",4.0,Creature - Fungus,C,3/3,"{1}, Sacrifice another creature: Thallid Omnivore gets +2/+2 until end of turn. If a Saproling was sacrificed this way, you gain 2 life."
mystery-booster-the-list,/mtg/mystery-booster-the-list/thornweald-archer,Thornweald Archer,"['1', 'G']",2.0,Creature - Elf Archer,C,2/1,Reach <em>(This creature can block creatures with flying.)</em> Deathtouch <em>(Any amount of damage this deals to a creature is enough to destroy it.)</em
mystery-booster-the-list,/mtg/mystery-booster-the-list/village-bell-ringer,Village Bell-Ringer,"['2', 'W']",3.0,Creature - Human Scout,C,1/4,"Flash <em>(You may cast this spell any time you could cast an instant.)</em> When Village Bell-Ringer enters the battlefield, untap all creatures you control."
mystery-booster-the-list,/mtg/mystery-booster-the-list/hunted-troll,Hunted Troll,"['2', 'G', 'G']",4.0,Creature - Troll Warrior,R,8/4,"When Hunted Troll enters the battlefield, target opponent puts four 1/1 blue Faerie creature tokens with flying onto the battlefield under their control.  {G}: Regenerate Hunted Troll."
mystery-booster-the-list,/mtg/mystery-booster-the-list/clockwork-dragon,Clockwork Dragon,['7'],7.0,Artifact Creature - Dragon,R,0/0,"Flying Clockwork Dragon enters the battlefield with six +1/+1 counters on it. Whenever Clockwork Dragon attacks or blocks, remove a +1/+1 counter from it at end of combat.  {3}: Put a +1/+1 counter on Clockwork Dragon."
mystery-booster-the-list,/mtg/mystery-booster-the-list/djinn-illuminatus,Djinn Illuminatus,"['5', '(U/R)', '(U/R)']",7.0,Creature - Djinn,R,3/5,Flying Each instant and sorcery spell you cast has replicate. The replicate cost is equal to its mana cost.
mystery-booster-the-list,/mtg/mystery-booster-the-list/elspeth-conquers-death,Elspeth Conquers Death,"['3', 'W', 'W']",5.0,Enchantment - Saga,R,,"<em>(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)</em> I: Exile target permanent an opponent controls with converted mana cost 3 or greater. II: Noncreature spells your opponents cast cost {2} more to cast until your next turn. III: Return target creature or planeswalker card from your graveyard to the battlefield. Put a +1/+1 counter or a loyalty counter on it."
mystery-booster-the-list,/mtg/mystery-booster-the-list/fall-of-the-titans,Fall of the Titans,"['X', 'X', 'R']",3.0,Instant,R,,Surge {X}{R} <em>(You may cast this spell for its surge cost if you or teammate has cast another spell this turn.)</em> Fall of the Titans deals X damage to each of up to two target creatures and/or players.
mystery-booster-the-list,/mtg/mystery-booster-the-list/gold-mine-no-pw-symbol-not-tournament-legal,Gold Mine (No PW Symbol - Not Tournament Legal),[],0.0,Land,S,,"{T}: Add {C}.  <em>Legacy</em> - {T}, Mark one of Gold Mine’s unmarked nodes: Add one mana of any color. [ ], [ ], [ ], [ ], [ ]"
mystery-booster-the-list,/mtg/mystery-booster-the-list/guided-passage,Guided Passage,"['U', 'R', 'G']",3.0,Sorcery,R,,"Reveal the cards in your library. An opponent chooses from among them a creature card, a land card, and a noncreature, nonland card. You put the chosen cards into your hand. Then shuffle your library."
mystery-booster-the-list,/mtg/mystery-booster-the-list/pouncing-shoreshark,Pouncing Shoreshark,"['4', 'U']",5.0,Creature - Shark Beast,U,4/3,"Mutate {3}{U} <em>(If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)</em> Flash Whenever this creature mutates, you may return target creature an opponent controls to its owner's hand."
mystery-booster-the-list,/mtg/mystery-booster-the-list/pursuit-of-knowledge,Pursuit of Knowledge,"['3', 'W']",4.0,Enchantment,R,,"If you would draw a card, you may put a study counter on Pursuit of Knowledge instead. Remove three study counters from Pursuit of Knowledge, Sacrifice Pursuit of Knowledge: Draw seven cards."
mystery-booster-the-list,/mtg/mystery-booster-the-list/sewer-nemesis,Sewer Nemesis,"['3', 'B']",4.0,Creature - Horror,R,*/*,"As Sewer Nemesis enters the battlefield, choose a player. Sewer Nemesis’s power and toughness are each equal to the number of cards in the chosen player’s graveyard. Whenever the chosen player casts a spell, that player mills a card."
mystery-booster-the-list,/mtg/mystery-booster-the-list/frontier-explorer-no-pw-symbol-not-tournament-legal,Frontier Explorer (No PW Symbol - Not Tournament Legal),['W'],1.0,Creature - Cat Scout,S,2/1,"{3}, {T}: Until end of turn, you may play one basic Plains card from outside the game."
mystery-booster-the-list,/mtg/mystery-booster-the-list/helvault,Helvault,['3'],3.0,Legendary Artifact,M,,"{1}, {T}: Exile target creature you control.  {7}, {T}: Exile target creature you don't control. When Helvault is put into a graveyard from the battlefield, return all cards exiled with it to the battlefield under their owner's control."
mystery-booster-the-list,/mtg/mystery-booster-the-list/throat-wolf-no-pw-symbol-not-tournament-legal,Throat Wolf (No PW Symbol - Not Tournament Legal),"['1', 'R', 'R']",3.0,3/1 Summon Wolf,S,,"You may cast Throat Wolf during an opponent’s combat phase. Firstest strike <em>(This creature deals combat damage to creatures before creatures with first strike.)</em> After each opponent’s first combat phase of each turn, there is an additional combat phase. Only Throat Wolf can attack during that combat phase."
mystery-booster-the-list,/mtg/mystery-booster-the-list/a-good-thing-no-pw-symbol-not-tournament-legal,A Good Thing (No PW Symbol - Not Tournament Legal),"['4', 'W', 'B']",6.0,Enchantment,S,,"Spells and abilities you control can’t destroy, exile, target, or cause you to sacrifice A Good Thing. At the beginning of your upkeep, double your life total. Then, if you have 1,000 or more life, you lose the game."
mystery-booster-the-list,/mtg/mystery-booster-the-list/five-kids-in-a-trenchcoat-no-pw-symbol-not-tournament-legal,Five Kids in a Trenchcoat (No PW Symbol - Not Tournament Legal),"['2', 'W']",3.0,Creature - Human Citizen,S,1/5,Five Kids in a Trenchcoat counts as five creatures for spells and effects that count the number of creatures you control.
mystery-booster-the-list,/mtg/mystery-booster-the-list/kazandu-blademaster,Kazandu Blademaster,"['W', 'W']",2.0,Creature - Human Soldier Ally,U,1/1,"First strike, vigilance Whenever Kazandu Blademaster or another Ally enters the battlefield under your control, you may put a +1/+1 counter on Kazandu Blademaster."
mystery-booster-the-list,/mtg/mystery-booster-the-list/wrath-of-sod-no-pw-symbol-not-tournament-legal,Wrath of Sod (No PW Symbol - Not Tournament Legal),"['2', 'W', 'G']",4.0,Sorcery,S,,Put a manabond counter on all creatures. <em>(They lose all other abilities and become lands with “{T}: Add one mana of this card’s color.”)</em
mystery-booster-the-list,/mtg/mystery-booster-the-list/louvaq-the-aberrant-no-pw-symbol-not-tournament-legal,"Louvaq, the Aberrant (No PW Symbol - Not Tournament Legal)","['2', 'U', 'G']",4.0,Legendary Creature - Mutant,S,3/4,"Protection from modified creatures <em>(Modified creatures have a power, toughness, or ability different than their printed versions.)</em> At the beginning of each player’s end step, you may put a +1/+1 counter on target creature that player controls."
mystery-booster-the-list,/mtg/mystery-booster-the-list/eldrazi-devastator,Eldrazi Devastator,['8'],8.0,Creature - Eldrazi,C,8/9,Trample
mystery-booster-the-list,/mtg/mystery-booster-the-list/tithe-drinker,Tithe Drinker,"['W', 'B']",2.0,Creature - Vampire,C,2/1,"Lifelink (Damage dealt by this creature also causes you to gain that much life.) Extort <em>(Whenever you cast a spell, you may pay {W/B}. If you do, each opponent loses 1 life and you gain that much life.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/ahn-crop-crasher,Ahn-Crop Crasher,"['2', 'R']",3.0,Creature - Minotaur Warrior,U,3/2,"Haste You may exert Ahn-Crop Crasher as it attacks. When you do, target creature can’t block this turn. <em>(An exerted creature won’t untap during your next untap step.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/akoum-refuge,Akoum Refuge,[],0.0,Land,U,,"Akoum Refuge enters the battlefield tapped. When Akoum Refuge enters the battlefield, you gain 1 life.  {T}: Add {B} or {R}."
mystery-booster-the-list,/mtg/mystery-booster-the-list/angel-of-mercy,Angel of Mercy,"['4', 'W']",5.0,Creature - Angel,C,3/3,"Flying When Angel of Mercy enters the battlefield, you gain 3 life."
mystery-booster-the-list,/mtg/mystery-booster-the-list/angelic-purge,Angelic Purge,"['2', 'W']",3.0,Sorcery,C,,"As an additional cost to cast this spell, sacrifice a permanent. Exile target artifact, creature, or enchantment."
mystery-booster-the-list,/mtg/mystery-booster-the-list/arcbound-slith,Arcbound Slith,['2'],2.0,Artifact Creature - Slith,U,0/0,"Whenever Arcbound Slith deals combat damage to a player, put a +1/+1 counter on it. Modular 1 <em>(This enters the battlefield with a +1/+1 counter on it. When it's put into a graveyard, you may put its +1/+1 counters on target artifact creature.)</em"
